objectid,c_mun_via,via_loc,nombre_calle,nombre_municipio
11517,4402200004,Calle Cantón del Boticario   (Alloza),Calle Cantón del Boticario,Alloza
11518,4402200005,Calle El Carmen   (Alloza),Calle El Carmen,Alloza
11523,4402200010,Calle Cofradia   (Alloza),Calle Cofradia,Alloza
11526,4402200013,Calle Herrería   (Alloza),Calle Herrería,Alloza
11530,4402200017,Calle Iglesia   (Alloza),Calle Iglesia,Alloza
11497,2230900048,Calle A   (Castejón de Arbaniés),Calle A,Castejón de Arbaniés
11504,2230900055,Plaza Depósito   (Arbaniés),Plaza Depósito,Arbaniés
11741,4406000018,Calle La Villa   (Cañada de Benatanduz),Calle La Villa,Cañada de Benatanduz
11955,4406300006,Calle Molino   (Cañizar del Olivar),Calle Molino,Cañizar del Olivar
11420,2290100249,Calle Zaragoza   (Huesca),Calle Zaragoza,Huesca
11958,4406300010,Calle San Antonio   (Cañizar del Olivar),Calle San Antonio,Cañizar del Olivar
12611,4411700004,Calle del Cubo   (Fuentes Claras),Calle del Cubo,Fuentes Claras
11666,4402500017,Calle Fuente   (Andorra),Calle Fuente,Andorra
11679,4402500030,Calle Mayor   (Andorra),Calle Mayor,Andorra
11684,4402500035,Calle Veintinueve de Octubre   (Andorra),Calle Veintinueve de Octubre,Andorra
11689,4402500040,Calle Plano Bajo   (Andorra),Calle Plano Bajo,Andorra
11696,4402500048,Calle San Blas   (Andorra),Calle San Blas,Andorra
11700,4404500047,Calle Clemente Pamplona   (Bronchales),Calle Clemente Pamplona,Bronchales
11928,4404800008,Calle Larga   (Cabra de Mora),Calle Larga,Cabra de Mora
11932,4404800012,Calle San Juan   (Cabra de Mora),Calle San Juan,Cabra de Mora
11938,4404800025,Calle Nueva   (Planillo),Calle Nueva,Planillo
11939,4404800026,Calle Diputación   (Cabra de Mora),Calle Diputación,Cabra de Mora
11941,4404800028,Calle San Jorge   (Cabra de Mora),Calle San Jorge,Cabra de Mora
11942,4404800029,Calle San Miguel   (Cabra de Mora),Calle San Miguel,Cabra de Mora
11943,4404800030,Calle San Cristóbal   (Cabra de Mora),Calle San Cristóbal,Cabra de Mora
11946,4404900058,Diseminados    (Calaceite),Diseminados,Calaceite
11951,4406300002,Calle Cabezuello   (Cañizar del Olivar),Calle Cabezuello,Cañizar del Olivar
11954,4406300005,Calle Medio   (Cañizar del Olivar),Calle Medio,Cañizar del Olivar
12612,4411700005,Calle La Dehesa   (Fuentes Claras),Calle La Dehesa,Fuentes Claras
11182,2234400157,Calle Infanzones   (Villanúa),Calle Infanzones,Villanúa
11186,2290100152,Travesía Neveria   (Huesca),Travesía Neveria,Huesca
11187,2290100153,Calle Niagara   (Huesca),Calle Niagara,Huesca
11189,2290100155,Calle Nuestra Señora Huerta   (Huesca),Calle Nuestra Señora Huerta,Huesca
11190,2290100156,Calle Nuestra Señora de la Merced   (Huesca),Calle Nuestra Señora de la Merced,Huesca
11195,2290100161,Calle Palacio   (Huesca),Calle Palacio,Huesca
11199,2290100166,Calle Peligros   (Huesca),Calle Peligros,Huesca
11200,2290100168,Calle Perena   (Huesca),Calle Perena,Huesca
11457,2230600042,Calle Ayuntamiento   (Sesué),Calle Ayuntamiento,Sesué
11459,2230600046,Calle Prau de Casa   (Sesué),Calle Prau de Casa,Sesué
11460,2230600048,Calle El Solano   (Sesué),Calle El Solano,Sesué
11461,2230600049,Calle La Serbera   (Sesué),Calle La Serbera,Sesué
11462,2230600050,Calle Camino Ramastue   (Sesué),Calle Camino Ramastue,Sesué
11465,2230900000,-    (Arbaniés),-,Arbaniés
11467,2230900002,Calle Agustina de Aragón   (Siétamo),Calle Agustina de Aragón,Siétamo
11970,4406300037,Calle San Bartolomé   (Cañizar del Olivar),Calle San Bartolomé,Cañizar del Olivar
11975,4406400003,Calle Cementerio   (Cascante del Río),Calle Cementerio,Cascante del Río
11204,2290100173,Calle Obispo Ram   (Huesca),Calle Obispo Ram,Huesca
11211,2290100180,Pasaje Río Cinca   (Huesca),Pasaje Río Cinca,Huesca
11219,2290100188,Calle Roldan   (Huesca),Calle Roldan,Huesca
11188,2290100154,Calle Nuestra Señora de Cillas   (Huesca),Calle Nuestra Señora de Cillas,Huesca
11194,2290100160,Calle Padre Huesca   (Huesca),Calle Padre Huesca,Huesca
11259,4401300121,Calle Valdergorfa B   (Alcañiz),Calle Valdergorfa B,Alcañiz
11197,2290100164,Avenida La Paz   (Huesca),Avenida La Paz,Huesca
11469,2230900005,Calle Arrabal   (Siétamo),Calle Arrabal,Siétamo
11471,2230900008,Plaza Mayor   (Siétamo),Plaza Mayor,Siétamo
11475,2230900013,Calle Valdecan   (Siétamo),Calle Valdecan,Siétamo
11477,2230900019,Calle Horno   (Arbaniés),Calle Horno,Arbaniés
11480,2230900025,Diseminados Afueras   (Castejón de Arbaniés),Diseminados Afueras,Castejón de Arbaniés
11481,2230900027,Calle Iglesia   (Castejón de Arbaniés),Calle Iglesia,Castejón de Arbaniés
11448,2230600031,Calle Torrontillo   (Sesué),Calle Torrontillo,Sesué
11482,2230900028,Calle Mayor   (Castejón de Arbaniés),Calle Mayor,Castejón de Arbaniés
11710,4404500058,Calle Virgen de Los Desamparados   (Bronchales),Calle Virgen de Los Desamparados,Bronchales
11712,4404500060,Calle Regajo   (Bronchales),Calle Regajo,Bronchales
11719,4404500067,Urbanización Nevera   (Bronchales),Urbanización Nevera,Bronchales
11720,4404500068,Urbanización Nevera   (Bronchales),Urbanización Nevera,Bronchales
11722,4404500073,Plaza del Caudillo   (Bronchales),Plaza del Caudillo,Bronchales
11723,4404500074,Avenida Aragón   (Bronchales),Avenida Aragón,Bronchales
11728,4404600001,Calle Baja   (Bueña),Calle Baja,Bueña
11730,4404600003,Calle Castillo   (Bueña),Calle Castillo,Bueña
11740,4406000014,Calle San Cristóbal   (Cañada de Benatanduz),Calle San Cristóbal,Cañada de Benatanduz
11948,4406222502,Carretera N-420A   (Cañada Vellida),Carretera N-420A,Cañada Vellida
11953,4406300004,Calle Iglesia   (Cañizar del Olivar),Calle Iglesia,Cañizar del Olivar
11724,4404520509,Carretera A-1511   (Bronchales),Carretera A-1511,Bronchales
11988,4406400016,Callejón Iglesia   (Cascante del Río),Callejón Iglesia,Cascante del Río
11992,4409200003,Calle Barrio Verde   (Cucalón),Calle Barrio Verde,Cucalón
11993,4409200004,Calle Carramolino   (Cucalón),Calle Carramolino,Cucalón
11994,4409200005,Calle Fragua   (Cucalón),Calle Fragua,Cucalón
11241,2290100211,Plaza San Pedro   (Huesca),Plaza San Pedro,Huesca
11242,4400900053,Diseminados San Pedro   (Albarracín),Diseminados San Pedro,Albarracín
11249,4400900066,Calle Beas de Segura   (Albarracín),Calle Beas de Segura,Albarracín
11250,4400900067,Camino Santo Cristo   (Albarracín),Camino Santo Cristo,Albarracín
11252,4400900075,Calle La Rambla   (Albarracín),Calle La Rambla,Albarracín
11260,4401300122,Calle Cinco   (Alcañiz),Calle Cinco,Alcañiz
11253,4400900076,Travesía Arrabal 50   (Albarracín),Travesía Arrabal 50,Albarracín
11254,4400900078,Camino Vuelta Larga   (Albarracín),Camino Vuelta Larga,Albarracín
11478,2230900020,Calle Iglesia   (Arbaniés),Calle Iglesia,Arbaniés
11483,2230900029,Calle Norte   (Castejón de Arbaniés),Calle Norte,Castejón de Arbaniés
11485,2230900032,Calle Arco   (Liesa),Calle Arco,Liesa
11486,2230900033,Calle Arrabal   (Liesa),Calle Arrabal,Liesa
11487,2230900034,Calle Baja Liesa   (Siétamo),Calle Baja Liesa,Siétamo
11727,4404520676,Carretera TE-V-9031   (Bronchales),Carretera TE-V-9031,Bronchales
12015,4409400006,Plaza    (El Cuervo),Plaza,El Cuervo
12017,4409400008,Calle Pilón   (El Cuervo),Calle Pilón,El Cuervo
12019,4409400010,Vereda Eras Pueblo   (El Cuervo),Vereda Eras Pueblo,El Cuervo
12023,4409500002,Calle Baja   (Cuevas de Almudén),Calle Baja,Cuevas de Almudén
12024,4409500003,Calle Castillo   (Cuevas de Almudén),Calle Castillo,Cuevas de Almudén
12027,4402500144,Calle Aguaviva   (Andorra),Calle Aguaviva,Andorra
12028,4402500145,Plaza Samper   (Andorra),Plaza Samper,Andorra
12033,4402500150,Callejón Mayor   (Andorra),Callejón Mayor,Andorra
11255,4400920484,Carretera A-1513   (Albarracín),Carretera A-1513,Albarracín
11258,4401300120,Camino Cipres   (Alcañiz),Camino Cipres,Alcañiz
15691,4418100033,Calle Marcos Peña   (Oliete),Calle Marcos Peña,Oliete
11971,4406322504,Carretera N-211   (Cañizar del Olivar),Carretera N-211,Cañizar del Olivar
11247,4400900064,Calle Arrabal   (Albarracín),Calle Arrabal,Albarracín
11248,4400900065,Camino Gea   (Albarracín),Camino Gea,Albarracín
11512,4402122388,Carretera S/N   (Allepuz),Carretera S/N,Allepuz
11516,4402200003,Calle Arenal Bajo   (Alloza),Calle Arenal Bajo,Alloza
11519,4402200006,Calle Carralcañiz   (Alloza),Calle Carralcañiz,Alloza
11521,4402200008,Carretera    (Alloza),Carretera,Alloza
11528,4402200015,Calle Horno Viejo   (Alloza),Calle Horno Viejo,Alloza
11501,2230900052,Carretera Huesca   (Siétamo),Carretera Huesca,Siétamo
11737,4405920786,Carretera S/N   (Cantavieja),Carretera S/N,Cantavieja
16923,4422300000,-    (La Escaleruela),-,La Escaleruela
12034,4402500153,Calle Morella   (Andorra),Calle Morella,Andorra
12035,4402500154,Calle Elías Capape   (Andorra),Calle Elías Capape,Andorra
12036,4402500155,Calle Joaquín Galve   (Andorra),Calle Joaquín Galve,Andorra
12001,4409200016,Calle La Plaza   (Cucalón),Calle La Plaza,Cucalón
12005,4409200021,Camino  3   (Cucalón),Camino  3,Cucalón
11261,4401300124,Calle Fuente   (Valmuel),Calle Fuente,Valmuel
13700,4407600039,Calle San Cristóbal   (Cella),Calle San Cristóbal,Cella
13712,4407600051,Calle Portal Postigo   (Cella),Calle Portal Postigo,Cella
13718,4407600057,Calle Rancho Grande   (Cella),Calle Rancho Grande,Cella
13722,4407600062,Calle Ricos Hombres   (Cella),Calle Ricos Hombres,Cella
13728,4407600068,Calle San Pedro   (Cella),Calle San Pedro,Cella
13730,4407600070,Calle Santa Lucía   (Cella),Calle Santa Lucía,Cella
13956,4410500017,Calle Barrera   (Estercuel),Calle Barrera,Estercuel
13478,4407600020,Travesía Santa Lucía   (Cella),Travesía Santa Lucía,Cella
19419,4425300013,Calle Pilar   (Valbona),Calle Pilar,Valbona
13944,4410421360,Carretera N-420A   (Valdeconejos),Carretera N-420A,Valdeconejos
13953,4410500014,Calle Horno   (Estercuel),Calle Horno,Estercuel
13488,4411300016,Calle Diputación Provincial   (La Fresneda),Calle Diputación Provincial,La Fresneda
13961,4410500024,Calle Viña Señor Alta   (Estercuel),Calle Viña Señor Alta,Estercuel
13190,4405100005,Calle Virgen Campo   (Calanda),Calle Virgen Campo,Calanda
13199,4405100015,Plaza España   (Calanda),Plaza España,Calanda
13201,4405100017,Calle General Cascajares   (Calanda),Calle General Cascajares,Calanda
13208,4405100026,Calle Nevera   (Calanda),Calle Nevera,Calanda
13211,4405100029,Calle San Francisco   (Calanda),Calle San Francisco,Calanda
13219,4407400020,Calle Cañete   (Cedrillas),Calle Cañete,Cedrillas
13221,4407400022,Calle Caracol   (Cedrillas),Calle Caracol,Cedrillas
13470,4407600012,Calle Poniente Baja   (Cella),Calle Poniente Baja,Cella
13472,4407600014,Plaza Mayor   (Cella),Plaza Mayor,Cella
13473,4407600015,Travesía Grupo Escolar   (Cella),Travesía Grupo Escolar,Cella
13479,4407600021,Travesía Pedro M Segura   (Cella),Travesía Pedro M Segura,Cella
13445,4407500020,Callejón del Carro   (Celadas),Callejón del Carro,Celadas
13448,4407500023,Calle Diputación   (Celadas),Calle Diputación,Celadas
13450,4407500025,Calle Paz   (Celadas),Calle Paz,Celadas
13976,4404122441,Carretera VNU   (Bezas),Carretera VNU,Bezas
12620,4411700013,Calle San Ramón   (Fuentes Claras),Calle San Ramón,Fuentes Claras
13482,4411300010,Calle Castillo   (La Fresneda),Calle Castillo,La Fresneda
13729,4407600069,Calle Sánchez Motos   (Cella),Calle Sánchez Motos,Cella
13734,4407600075,Camino Molinazo   (Cella),Camino Molinazo,Cella
13740,4410800019,Travesía Solana   (Formiche Alto),Travesía Solana,Formiche Alto
13743,4410800024,Calle Alta   (Formiche Bajo),Calle Alta,Formiche Bajo
13746,4410800027,Calle Iglesia   (Formiche Bajo),Calle Iglesia,Formiche Bajo
13749,4410800030,Calle Medio   (Formiche Bajo),Calle Medio,Formiche Bajo
13754,4410800035,Calle Tras Iglesia   (Formiche Bajo),Calle Tras Iglesia,Formiche Bajo
13756,4410800038,Calle Fuente del Lugar   (Formiche Alto),Calle Fuente del Lugar,Formiche Alto
13757,4410800039,Calle Fuente   (Formiche Bajo),Calle Fuente,Formiche Bajo
13761,4411000001,Calle Baja   (Fórnoles),Calle Baja,Fórnoles
13762,4411000002,Calle Balsa   (Fórnoles),Calle Balsa,Fórnoles
13763,4411000003,Calle Balsota   (Fórnoles),Calle Balsota,Fórnoles
13764,4411000004,Calle Bariol   (Fórnoles),Calle Bariol,Fórnoles
13766,4411000006,Calle Cantonet   (Fórnoles),Calle Cantonet,Fórnoles
13978,4404200002,Barrio Bajo   (Blancas),Barrio Bajo,Blancas
13979,4404200003,Calle Cabezuelo   (Blancas),Calle Cabezuelo,Blancas
13981,4404200005,Calle Corazón de María   (Blancas),Calle Corazón de María,Blancas
13982,4404200007,Calle Estacheria D J   (Blancas),Calle Estacheria D J,Blancas
13983,4404200008,Calle La Fuente   (Blancas),Calle La Fuente,Blancas
13985,4404200010,Calle Sol   (Blancas),Calle Sol,Blancas
13986,4404200011,Calle Valenzuela D J   (Blancas),Calle Valenzuela D J,Blancas
13987,4404200012,Calle La Virgen   (Blancas),Calle La Virgen,Blancas
13988,4404200014,Plaza Ayuntamiento   (Blancas),Plaza Ayuntamiento,Blancas
13991,4404200018,Calle Grupo Escolar   (Blancas),Calle Grupo Escolar,Blancas
13992,4404200019,Travesía Cabezuelo   (Blancas),Travesía Cabezuelo,Blancas
13218,4407400018,Calle Placetas de San Roque   (Cedrillas),Calle Placetas de San Roque,Cedrillas
13222,4407400023,Calle Rey Carlos I   (Cedrillas),Calle Rey Carlos I,Cedrillas
13227,4407400028,Carretera Alcalá   (Cedrillas),Carretera Alcalá,Cedrillas
13228,4407400029,Calle Vacia   (Cedrillas),Calle Vacia,Cedrillas
13230,4407400031,Calle La Guarda   (Cedrillas),Calle La Guarda,Cedrillas
13731,4407600071,Calle Santa Rosina   (Cella),Calle Santa Rosina,Cella
13732,4407600072,Calle Segura   (Cella),Calle Segura,Cella
13232,4407400033,Calle La Bota   (Cedrillas),Calle La Bota,Cedrillas
13237,4407400038,Calle El Chopo   (Cedrillas),Calle El Chopo,Cedrillas
13240,4407400042,Calle El Mas   (Cedrillas),Calle El Mas,Cedrillas
13243,4407400047,Calle El Cuartel   (Cedrillas),Calle El Cuartel,Cedrillas
15537,4413300009,Calle Iglesia   (Jabaloyas),Calle Iglesia,Jabaloyas
13250,4407420393,Carretera TE-V-8001   (Cedrillas),Carretera TE-V-8001,Cedrillas
13261,4410400010,Calle Masadica   (Escucha),Calle Masadica,Escucha
13262,4410400011,Plaza Olmo   (Escucha),Plaza Olmo,Escucha
13265,4410400014,Calle San Juan   (Escucha),Calle San Juan,Escucha
13267,4410400016,Calle Victor Martín   (Escucha),Calle Victor Martín,Escucha
12811,4410200001,Calle Calvario   (Escorihuela),Calle Calvario,Escorihuela
12812,4410200002,Calle Carmen   (Escorihuela),Calle Carmen,Escorihuela
12813,4410200003,Calle Carasol   (Escorihuela),Calle Carasol,Escorihuela
12814,4410200004,Calle Cortejo   (Escorihuela),Calle Cortejo,Escorihuela
12778,4407100083,Calle Santa Bárbara   (Ladruñan),Calle Santa Bárbara,Ladruñan
12786,4407100107,Calle Temple   (Las Cuevas de Cañart),Calle Temple,Las Cuevas de Cañart
13231,4407400032,Barrio El Rabal   (Cedrillas),Barrio El Rabal,Cedrillas
12788,4407100111,Calle Costanilla   (Dos Torres de Mercader),Calle Costanilla,Dos Torres de Mercader
12791,4407100117,Diseminados  Torres   (Dos Torres de Mercader),Diseminados  Torres,Dos Torres de Mercader
12794,4407100126,Calle Santa Bárbara   (Ladruñan),Calle Santa Bárbara,Ladruñan
12796,4407100128,Diseminados    (Ladruñan),Diseminados,Ladruñan
12802,4407100135,Calle Baja   (Luco de Bordon),Calle Baja,Luco de Bordon
12805,4410100060,Calle El Arrabal   (Ejulve),Calle El Arrabal,Ejulve
12808,4410100063,Calle Calvario   (Ejulve),Calle Calvario,Ejulve
13039,4403300001,Calle Alemania   (Báguena),Calle Alemania,Báguena
14006,4404300006,Calle Mayor   (Blesa),Calle Mayor,Blesa
14010,4404300011,Calle Escuelas   (Blesa),Calle Escuelas,Blesa
13256,4410400004,Calle Prado   (Escucha),Calle Prado,Escucha
13258,4410400007,Calle Horno   (Escucha),Calle Horno,Escucha
19116,4427900012,Calle Azafranes   (Vinaceite),Calle Azafranes,Vinaceite
13051,4403300013,Calle Italia   (Báguena),Calle Italia,Báguena
13053,4403300015,Calle Las Once   (Báguena),Calle Las Once,Báguena
13060,4403321166,Carretera N-234   (Báguena),Carretera N-234,Báguena
13063,4403400001,Calle Fuente   (Bañón),Calle Fuente,Bañón
13069,4405000326,Urbanización Canadilla Ind   (Calamocha),Urbanización Canadilla Ind,Calamocha
12329,4405000002,Avenida Estación Nueva   (Calamocha),Avenida Estación Nueva,Calamocha
12332,4405000005,Calle Cañizarejo   (Calamocha),Calle Cañizarejo,Calamocha
12333,4405000006,Calle Castellana   (Calamocha),Calle Castellana,Calamocha
12303,4404900066,Plaza San Miguel   (Calaceite),Plaza San Miguel,Calaceite
12305,4404900068,Calle San Carlos Rapita   (Calaceite),Calle San Carlos Rapita,Calaceite
12310,4404900075,Calle Cruz del Siglo   (Calaceite),Calle Cruz del Siglo,Calaceite
12314,4404900080,Calle Cortes de Aragón   (Calaceite),Calle Cortes de Aragón,Calaceite
12316,4404900082,Calle Mirador   (Calaceite),Calle Mirador,Calaceite
12320,4404900086,Calle Estudios   (Calaceite),Calle Estudios,Calaceite
12567,4406821569,Calle Lorenzo Pardo   (Castelserás),Calle Lorenzo Pardo,Castelserás
12578,4407000013,Calle Fuente Baja   (El Castellar),Calle Fuente Baja,El Castellar
12584,4407000020,Travesía Santa Bárbara   (El Castellar),Travesía Santa Bárbara,El Castellar
12836,4402900051,Travesía Hospital   (Ariño),Travesía Hospital,Ariño
12837,4402900059,Calle Luis Buñuel   (Ariño),Calle Luis Buñuel,Ariño
12838,4402900061,Calle San Jorge   (Ariño),Calle San Jorge,Ariño
12841,4402900551,Calle Cocheras   (Ariño),Calle Cocheras,Ariño
12843,4402900553,Calle Virgen del Pilar   (Ariño),Calle Virgen del Pilar,Ariño
12848,4403100001,Carretera Alcañiz   (Azaila),Carretera Alcañiz,Azaila
12850,4403100004,Calle Arrabal   (Azaila),Calle Arrabal,Azaila
12851,4403100005,Plaza del Cura   (Azaila),Plaza del Cura,Azaila
12816,4410200006,Calle Medio   (Escorihuela),Calle Medio,Escorihuela
13086,4405000508,-    (Collados),-,Collados
13696,4407600035,Avenida de la Fuente   (Cella),Avenida de la Fuente,Cella
12328,4405000001,Calle Aragón   (Calamocha),Calle Aragón,Calamocha
12565,4406821566,Carretera A-1409   (Castelserás),Carretera A-1409,Castelserás
12568,4406821871,Carretera S/N   (Castelserás),Carretera S/N,Castelserás
12815,4410200005,Calle Mayor   (Escorihuela),Calle Mayor,Escorihuela
12819,4410200010,Calle Carra Galve   (Escorihuela),Calle Carra Galve,Escorihuela
12579,4407000015,Calle Barrio Nuevo   (El Castellar),Calle Barrio Nuevo,El Castellar
12586,4407022520,Carretera S/N   (El Castellar),Carretera S/N,El Castellar
12840,4402900063,Calle Joaquín Costa   (Ariño),Calle Joaquín Costa,Ariño
12844,4402900554,Calle Europa   (Ariño),Calle Europa,Ariño
12849,4403100002,Calle Alta   (Azaila),Calle Alta,Azaila
12829,4402900040,Calle Callizo Venta   (Ariño),Calle Callizo Venta,Ariño
12376,4406800010,Calle Goya   (Castelserás),Calle Goya,Castelserás
12831,4402900043,Urbanización Aragón   (Ariño),Urbanización Aragón,Ariño
13088,4405000510,-    (Navarrete del Río),-,Navarrete del Río
13093,4405100031,Plaza San Blas   (Calanda),Plaza San Blas,Calanda
13095,4407121454,Carretera A-226   (Dos Torres de Mercader),Carretera A-226,Dos Torres de Mercader
13096,4407121792,Carretera TE-8101   (Dos Torres de Mercader),Carretera TE-8101,Dos Torres de Mercader
13098,4407400000,-    (Cedrillas),-,Cedrillas
13100,4407400002,Calle Arrabal   (Cedrillas),Calle Arrabal,Cedrillas
